timestamp,license_plate,confidence,vehicle_type,speed,violations
2025-03-29 23:38:06.528,WSINSU,0.10,Unknown,0.0,None
2025-03-29 23:38:06.528,WSINSU,0.10,Car,5.6,Lane Crossing
2025-03-29 23:38:06.528,NAI3NRU,0.41,Car,6.5,Lane Crossing
2025-03-29 23:38:06.528,NAI3NRU,0.41,Car,4.0,Lane Crossing
2025-03-29 23:38:06.980,NADNRU,0.12,Unknown,0.0,None
2025-03-29 23:38:06.980,CSIUSU,0.06,Unknown,0.0,None
2025-03-29 23:38:06.980,CSIUSU,0.06,Car,5.3,Lane Crossing
2025-03-29 23:38:06.980,NADNRU,0.12,Car,6.2,Lane Crossing
2025-03-29 23:38:06.980,NADNRU,0.12,Car,4.2,Lane Crossing
2025-03-29 23:38:07.405,WHUSIVSU,0.03,Unknown,0.0,None
2025-03-29 23:38:07.405,NAIJNRW},0.07,Unknown,0.0,None
2025-03-29 23:38:07.405,WHUSIVSU,0.03,Car,5.1,Lane Crossing
2025-03-29 23:38:07.405,NAIJNRW},0.07,Car,4.7,Lane Crossing
2025-03-29 23:38:08.100,LISU,0.07,Unknown,0.0,None
2025-03-29 23:38:08.100,#WARNFU,0.06,Unknown,0.0,None
2025-03-29 23:38:08.100,LISU,0.07,Car,4.9,Lane Crossing
2025-03-29 23:38:08.100,#WARNFU,0.06,Car,4.6,Lane Crossing
2025-03-29 23:38:08.845,MEUTW,0.08,Unknown,0.0,None
2025-03-29 23:38:08.845,MANJNF,0.06,Unknown,0.0,None
2025-03-29 23:38:08.845,MEUTW,0.08,Car,4.4,Lane Crossing
2025-03-29 23:38:08.845,MANJNF,0.06,Car,5.1,Lane Crossing
2025-03-29 23:38:08.845,MANJNF,0.06,Car,4.2,Lane Crossing
2025-03-29 23:38:09.455,ENWLS4,0.13,Unknown,0.0,None
2025-03-29 23:38:09.455,GXIS06J,0.16,Unknown,0.0,None
2025-03-29 23:38:09.455,GXIS06J,0.16,Car,3.0,Lane Crossing
2025-03-29 23:38:09.455,ENWLS4,0.13,Car,4.7,Lane Crossing
2025-03-29 23:38:10.576,WUSSU),0.07,Unknown,0.0,None
2025-03-29 23:38:10.576,WUSSU),0.07,Car,4.3,Lane Crossing
2025-03-29 23:38:11.178,CSSU,0.22,Unknown,0.0,None
2025-03-29 23:38:11.178,CSSU,0.22,Car,3.9,Lane Crossing
2025-03-29 23:38:11.762,LLSU,0.10,Unknown,0.0,None
2025-03-29 23:38:11.762,LLSU,0.10,Car,4.6,Lane Crossing
2025-03-29 23:38:12.187,LESU,0.11,Unknown,0.0,None
2025-03-29 23:38:12.187,LESU,0.11,Car,5.8,Lane Crossing
2025-03-29 23:38:12.562,NVSI*SU,0.06,Unknown,0.0,None
2025-03-29 23:38:12.562,GXIS0GJ,0.72,Unknown,0.0,None
2025-03-29 23:38:12.562,GXIS0GJ,0.72,Car,2.7,Lane Crossing
2025-03-29 23:38:12.562,NVSI*SU,0.06,Car,5.5,Lane Crossing
2025-03-29 23:38:13.247,HSIGSU,0.17,Unknown,0.0,None
2025-03-29 23:38:13.247,HSIGSU,0.17,Car,5.1,Lane Crossing
2025-03-29 23:38:13.785,LGSU,0.21,Unknown,0.0,None
2025-03-29 23:38:13.785,LGSU,0.21,Car,5.0,Lane Crossing
2025-03-29 23:38:14.294,HMWSW,0.32,Unknown,0.0,None
2025-03-29 23:38:14.294,HMWSW,0.32,Car,4.8,Lane Crossing
2025-03-29 23:38:15.134,#CTT,0.13,Unknown,0.0,None
2025-03-29 23:38:15.134,#CTT,0.13,Car,4.6,Lane Crossing
2025-03-29 23:38:15.577,RISSW,0.08,Unknown,0.0,None
2025-03-29 23:38:15.577,RISSW,0.08,Car,5.1,Lane Crossing
2025-03-29 23:38:16.066,244TR,0.08,Unknown,0.0,None
2025-03-29 23:38:16.066,244TR,0.08,Car,4.9,Lane Crossing
2025-03-29 23:38:16.521,NISVSU,0.45,Unknown,0.0,None
2025-03-29 23:38:16.521,NISVSU,0.45,Car,5.3,Lane Crossing
2025-03-29 23:45:40.348,MVSIYSU,0.11,Car,0.0,None
2025-03-29 23:45:40.348,NAI3NRU,0.35,Car,0.0,None
2025-03-29 23:45:40.348,NAI3NRU,0.35,Car,0.0,None
2025-03-29 23:45:44.222,HMSEW,0.15,Car,0.6,Lane Crossing
2025-03-29 23:45:44.222,NAIJHRU,0.06,Car,0.4,Lane Crossing
2025-03-29 23:45:44.222,NAIJHRU,0.06,Car,0.6,Lane Crossing
2025-03-29 23:45:44.901,[IHSIGM,0.04,Car,1.2,Lane Crossing
2025-03-29 23:45:44.901,NAI3NRU,0.48,Car,1.2,Lane Crossing
2025-03-29 23:45:44.901,NAI3NRU,0.48,Car,1.3,Lane Crossing
2025-03-29 23:45:45.581,WESU,0.10,Car,1.5,Lane Crossing
2025-03-29 23:45:45.581,@IIZNRWF,0.06,Car,1.7,Lane Crossing
2025-03-29 23:45:45.581,@IIZNRWF,0.06,Car,2.1,Lane Crossing
2025-03-29 23:45:46.344,JOSW,0.14,Car,1.5,Lane Crossing
2025-03-29 23:45:46.344,NAIJNRU,0.20,Car,1.6,Lane Crossing
2025-03-29 23:45:46.344,NAIJNRU,0.20,Car,2.7,Lane Crossing
2025-03-29 23:45:46.835,WEISU,0.20,Car,1.7,Lane Crossing
2025-03-29 23:45:46.835,ETNIIRW,0.02,Car,1.7,Lane Crossing
2025-03-29 23:45:46.835,ETNIIRW,0.02,Car,3.2,Lane Crossing
2025-03-29 23:45:47.305,WSISU,0.42,Car,2.9,Lane Crossing
2025-03-29 23:45:47.305,NAJNRU,0.54,Car,2.7,Lane Crossing
2025-03-29 23:45:47.305,NAJNRU,0.54,Car,4.4,Lane Crossing
2025-03-29 23:45:47.778,MIVSU,0.30,Car,3.8,Lane Crossing
2025-03-29 23:45:47.778,LEAANAOT,0.04,Car,3.1,Lane Crossing
2025-03-29 23:45:47.778,LEAANAOT,0.04,Car,4.4,Lane Crossing
2025-03-29 23:45:48.378,SOMSISUC,0.01,Car,3.8,Lane Crossing
2025-03-29 23:45:48.378,NAIJNRU,0.25,Car,4.0,Lane Crossing
2025-03-29 23:45:48.378,NAIJNRU,0.25,Car,4.4,Lane Crossing
2025-03-29 23:45:48.935,MSSU,0.19,Car,4.0,Lane Crossing
2025-03-29 23:45:48.935,ENANAT,0.02,Car,4.2,Lane Crossing
2025-03-29 23:45:48.935,ENANAT,0.02,Car,4.8,Lane Crossing
2025-03-29 23:45:49.336,CSSU,0.17,Car,4.0,Lane Crossing
2025-03-29 23:45:49.336,EEMIRU;,0.06,Car,4.1,Lane Crossing
2025-03-29 23:45:49.336,EEMIRU;,0.06,Car,5.5,Lane Crossing
2025-03-29 23:45:49.924,DHSINSW,0.06,Car,3.7,Lane Crossing
2025-03-29 23:45:49.924,NAJWRO;,0.05,Car,4.2,Lane Crossing
2025-03-29 23:45:49.924,NAJWRO;,0.05,Car,5.5,Lane Crossing
2025-03-29 23:45:50.414,HVSIVSU,0.16,Car,3.7,Lane Crossing
2025-03-29 23:45:50.414,HAIJNRU,0.23,Car,4.7,Lane Crossing
2025-03-29 23:45:50.414,HAIJNRU,0.23,Car,5.9,Lane Crossing
2025-03-29 23:45:51.013,DMSVSW,0.18,Car,3.6,Lane Crossing
2025-03-29 23:45:51.013,NAIJNRU,0.11,Car,4.5,Lane Crossing
2025-03-29 23:45:51.013,NAIJNRU,0.11,Car,5.3,Lane Crossing
2025-03-29 23:45:51.555,MSWW,0.17,Car,3.7,Lane Crossing
2025-03-29 23:45:51.555,ENZNI,0.12,Car,4.5,Lane Crossing
2025-03-29 23:45:51.555,EUZIRU,0.42,Car,4.5,Lane Crossing
2025-03-29 23:45:51.555,ENZNI,0.12,Car,5.3,Lane Crossing
2025-03-29 23:45:51.555,EUZIRU,0.42,Car,5.3,Lane Crossing
2025-03-29 23:45:52.287,LSSU,0.13,Car,3.7,Lane Crossing
2025-03-29 23:45:52.287,WNARUE,0.15,Car,4.3,Lane Crossing
2025-03-29 23:45:52.287,WNARUE,0.15,Car,5.1,Lane Crossing
2025-03-29 23:45:52.813,HRSSU,0.14,Car,3.7,Lane Crossing
2025-03-29 23:45:52.813,WAINRUF,0.31,Car,4.6,Lane Crossing
2025-03-29 23:45:52.813,WAINRUF,0.31,Car,4.9,Lane Crossing
2025-03-29 23:45:53.272,LISU,0.11,Car,4.0,Lane Crossing
2025-03-29 23:45:53.272,NAIJNRU,0.18,Car,5.0,Lane Crossing
2025-03-29 23:45:53.272,NAIJNRU,0.18,Car,5.5,Lane Crossing
2025-03-29 23:45:53.776,HSISU,0.67,Car,5.2,Lane Crossing
2025-03-29 23:45:53.776,MANRU,0.14,Car,5.2,Lane Crossing
2025-03-29 23:45:53.776,MANRU,0.14,Car,5.8,Lane Crossing
2025-03-29 23:45:54.232,HSVSU,0.27,Car,5.3,Lane Crossing
2025-03-29 23:45:54.232,NIJNRU,0.74,Car,5.4,Lane Crossing
2025-03-29 23:45:54.232,NIJNRU,0.74,Car,5.8,Lane Crossing
2025-03-29 23:45:54.661,WUSU,0.18,Car,5.0,Lane Crossing
2025-03-29 23:45:54.661,'BNTNRUT,0.12,Car,5.9,Lane Crossing
2025-03-29 23:45:54.661,'BNTNRUT,0.12,Car,5.7,Lane Crossing
2025-03-29 23:45:55.090,WSSU,0.38,Car,4.8,Lane Crossing
2025-03-29 23:45:55.090,FHWADINRUZ,0.08,Car,6.0,Lane Crossing
2025-03-29 23:45:55.090,FHWADINRUZ,0.08,Car,6.0,Lane Crossing
2025-03-29 23:45:55.568,MSASW,0.12,Car,4.7,Lane Crossing
2025-03-29 23:45:55.568,NAIJNRU,0.81,Car,5.5,Lane Crossing
2025-03-29 23:45:55.568,NAIJNRU,0.81,Car,5.6,Lane Crossing
2025-03-29 23:45:56.006,CSUSU,0.14,Car,5.0,Lane Crossing
2025-03-29 23:45:56.006,ENAIANWF,0.08,Car,5.7,Lane Crossing
2025-03-29 23:45:56.006,ENAIANWF,0.08,Car,5.1,Lane Crossing
2025-03-29 23:45:56.476,HUSSW,0.48,Car,5.3,Lane Crossing
2025-03-29 23:45:56.476,WEMAANRU,0.09,Car,6.0,Lane Crossing
2025-03-29 23:45:56.476,WEMAANRU,0.09,Car,4.6,Lane Crossing
2025-03-29 23:45:56.931,MMS)TS:,0.05,Car,4.8,Lane Crossing
2025-03-29 23:45:56.931,@MAJIRU,0.07,Car,5.6,Lane Crossing
2025-03-29 23:45:56.931,@MAJIRU,0.07,Car,4.1,Lane Crossing
2025-03-29 23:45:57.407,WSIVSU,0.39,Car,4.5,Lane Crossing
2025-03-29 23:45:57.407,@NNRUZ,0.15,Car,5.5,Lane Crossing
2025-03-29 23:45:57.407,@NNRUZ,0.15,Car,4.0,Lane Crossing
2025-03-29 23:45:57.859,WSISU,0.18,Car,4.2,Lane Crossing
2025-03-29 23:45:57.859,NAIJNRU,0.61,Car,6.3,Lane Crossing
2025-03-29 23:45:57.859,NAIJNRU,0.61,Car,3.8,Lane Crossing
2025-03-29 23:45:58.353,MVSWGD),0.09,Car,3.8,Lane Crossing
2025-03-29 23:45:58.353,NNJNRI,0.21,Car,6.1,Lane Crossing
2025-03-29 23:45:58.353,NNJNRI,0.21,Car,3.6,Lane Crossing
2025-03-29 23:45:58.814,CSISV,0.10,Car,4.8,Lane Crossing
2025-03-29 23:45:58.814,NAI3NRU,0.16,Car,5.9,Lane Crossing
2025-03-29 23:45:58.814,NAI3NRU,0.16,Car,3.8,Lane Crossing
2025-03-29 23:45:59.228,LSISU,0.19,Car,5.3,Lane Crossing
2025-03-29 23:45:59.228,NMJNRU,0.34,Car,7.1,Lane Crossing
2025-03-29 23:45:59.228,NMJNRU,0.34,Car,3.9,Lane Crossing
2025-03-29 23:45:59.926,LSSU,0.33,Car,4.9,Lane Crossing
2025-03-29 23:45:59.926,NAJNRU,0.48,Car,6.4,Lane Crossing
2025-03-29 23:45:59.926,NAJNRU,0.48,Car,3.4,Lane Crossing
2025-03-29 23:46:00.361,CSKSU,0.32,Car,5.2,Lane Crossing
2025-03-29 23:46:00.361,NAIJNRU,0.42,Car,6.6,Lane Crossing
2025-03-29 23:46:00.361,NAIJNRU,0.42,Car,3.8,Lane Crossing
2025-03-29 23:46:00.894,WSINSU,0.10,Car,5.7,Lane Crossing
2025-03-29 23:46:00.894,NAI3NRU,0.41,Car,6.6,Lane Crossing
2025-03-29 23:46:00.894,NAI3NRU,0.41,Car,4.0,Lane Crossing
2025-03-29 23:46:01.602,CSIUSU,0.06,Car,5.0,Lane Crossing
2025-03-29 23:46:01.602,NADNRU,0.12,Car,5.9,Lane Crossing
2025-03-29 23:46:01.602,NADNRU,0.12,Car,3.9,Lane Crossing
2025-03-29 23:46:02.079,WHUSIVSU,0.03,Car,4.8,Lane Crossing
2025-03-29 23:46:02.079,NAIJNRW},0.07,Car,4.3,Lane Crossing
2025-03-29 23:46:02.765,LISU,0.07,Car,4.6,Lane Crossing
2025-03-29 23:46:02.765,#WARNFU,0.06,Car,4.3,Lane Crossing
2025-03-29 23:46:03.514,MEUTW,0.08,Car,4.2,Lane Crossing
2025-03-29 23:46:03.514,MANJNF,0.06,Car,4.9,Lane Crossing
2025-03-29 23:46:03.514,MANJNF,0.06,Car,3.9,Lane Crossing
2025-03-29 23:46:04.109,GXIS06J,0.16,Car,2.9,Lane Crossing
2025-03-29 23:46:04.109,ENWLS4,0.13,Car,4.6,Lane Crossing
2025-03-29 23:46:04.599,WUSSU),0.07,Car,4.8,Lane Crossing
2025-03-29 23:46:05.043,CSSU,0.22,Car,4.6,Lane Crossing
2025-03-29 23:46:05.582,LLSU,0.10,Car,5.2,Lane Crossing
2025-03-29 23:46:05.967,LESU,0.11,Car,6.5,Lane Crossing
2025-03-29 23:46:06.349,GXIS0GJ,0.72,Car,3.1,Lane Crossing
2025-03-29 23:46:06.349,NVSI*SU,0.06,Car,6.1,Lane Crossing
2025-03-29 23:46:06.993,HSIGSU,0.17,Car,5.6,Lane Crossing
2025-03-29 23:46:07.405,LGSU,0.21,Car,5.7,Lane Crossing
2025-03-29 23:46:07.728,HMWSW,0.32,Car,5.8,Lane Crossing
2025-03-29 23:46:08.107,#CTT,0.13,Car,6.4,Lane Crossing
2025-03-29 23:46:08.492,RISSW,0.08,Car,6.7,Lane Crossing
2025-03-29 23:46:08.931,244TR,0.08,Car,6.3,Lane Crossing
2025-03-29 23:46:09.278,NISVSU,0.45,Car,6.9,Lane Crossing
2025-03-29 23:46:09.627,GXIS0GJ,0.57,Car,5.7,Lane Crossing
2025-03-29 23:46:09.627,D5IVSU,0.11,Car,7.0,Lane Crossing
2025-03-29 23:46:10.069,CCSISU,0.03,Car,6.7,Lane Crossing
2025-03-29 23:46:10.418,GXISOCJE,0.42,Car,5.1,Lane Crossing
2025-03-29 23:46:10.418,NYLSU,0.11,Car,7.2,Lane Crossing
2025-03-29 23:46:10.834,GXI5OGJ,0.32,Car,4.7,Lane Crossing
2025-03-29 23:46:10.834,CYSU,0.17,Car,7.7,Lane Crossing
2025-03-29 23:46:11.525,ECXISOGF,0.05,Car,4.1,Lane Crossing
2025-03-29 23:46:11.959,GXIS0GJ,0.55,Car,4.1,Lane Crossing
2025-03-29 23:46:11.959,CSISU,0.12,Car,6.8,Lane Crossing
2025-03-29 23:46:12.592,WGXSOGTI,0.02,Car,3.9,Lane Crossing
2025-03-29 23:46:12.592,MSIVSU,0.50,Car,6.0,Lane Crossing
2025-03-29 23:46:13.232,@XSOQI,0.15,Car,3.6,Lane Crossing
2025-03-29 23:46:13.232,MWSW,0.30,Car,5.2,Lane Crossing
2025-03-29 23:46:13.669,GXISDG,0.23,Car,3.9,Lane Crossing
2025-03-29 23:46:13.669,CIIVSU,0.40,Car,4.8,Lane Crossing
2025-03-29 23:46:14.092,GXIS0C,0.31,Car,4.3,Lane Crossing
2025-03-29 23:46:14.092,MISIVSU,0.89,Car,4.7,Lane Crossing
2025-03-29 23:46:14.495,GXIS0G,0.66,Car,4.5,Lane Crossing
2025-03-29 23:46:14.495,MISLVSU,0.21,Car,4.1,Lane Crossing
2025-03-29 23:46:14.903,GXIS0GJ,0.87,Car,5.0,Lane Crossing
2025-03-29 23:46:14.903,TTSU,0.22,Car,3.9,Lane Crossing
2025-03-29 23:51:23.240,MVSIYSU,0.11,Car,0.0,None
2025-03-29 23:51:23.240,NAI3NRU,0.35,Car,0.0,None
2025-03-29 23:51:23.240,NAI3NRU,0.35,Car,0.0,None
2025-03-29 23:51:26.972,HMSEW,0.15,Car,0.6,Lane Crossing
2025-03-29 23:51:26.972,NAIJHRU,0.06,Car,0.4,Lane Crossing
2025-03-29 23:51:26.972,NAIJHRU,0.06,Car,0.7,Lane Crossing
2025-03-29 23:51:27.674,[IHSIGM,0.04,Car,1.2,Lane Crossing
2025-03-29 23:51:27.674,NAI3NRU,0.48,Car,1.2,Lane Crossing
2025-03-29 23:51:27.674,NAI3NRU,0.48,Car,1.3,Lane Crossing
2025-03-29 23:51:28.338,WESU,0.10,Car,1.5,Lane Crossing
2025-03-29 23:51:28.338,@IIZNRWF,0.06,Car,1.7,Lane Crossing
2025-03-29 23:51:28.338,@IIZNRWF,0.06,Car,2.2,Lane Crossing
2025-03-29 23:51:29.093,JOSW,0.14,Car,1.6,Lane Crossing
2025-03-29 23:51:29.093,NAIJNRU,0.20,Car,1.6,Lane Crossing
2025-03-29 23:51:29.093,NAIJNRU,0.20,Car,2.7,Lane Crossing
2025-03-29 23:51:29.574,WEISU,0.20,Car,1.7,Lane Crossing
2025-03-29 23:51:29.574,ETNIIRW,0.02,Car,1.7,Lane Crossing
2025-03-29 23:51:29.574,ETNIIRW,0.02,Car,3.3,Lane Crossing
2025-03-29 23:51:30.020,WSISU,0.42,Car,3.0,Lane Crossing
2025-03-29 23:51:30.020,NAJNRU,0.54,Car,2.8,Lane Crossing
2025-03-29 23:51:30.020,NAJNRU,0.54,Car,4.5,Lane Crossing
2025-03-29 23:51:30.504,MIVSU,0.30,Car,3.8,Lane Crossing
2025-03-29 23:51:30.504,LEAANAOT,0.04,Car,3.2,Lane Crossing
2025-03-29 23:51:30.504,LEAANAOT,0.04,Car,4.5,Lane Crossing
2025-03-29 23:51:31.179,SOMSISUC,0.01,Car,3.8,Lane Crossing
2025-03-29 23:51:31.179,NAIJNRU,0.25,Car,3.8,Lane Crossing
2025-03-29 23:51:31.179,NAIJNRU,0.25,Car,4.4,Lane Crossing
2025-03-29 23:51:31.818,MSSU,0.19,Car,3.8,Lane Crossing
2025-03-29 23:51:31.818,ENANAT,0.02,Car,3.9,Lane Crossing
2025-03-29 23:51:31.818,ENANAT,0.02,Car,4.6,Lane Crossing
2025-03-29 23:51:32.517,CSSU,0.17,Car,3.5,Lane Crossing
2025-03-29 23:51:32.517,EEMIRU;,0.06,Car,3.6,Lane Crossing
2025-03-29 23:51:32.517,EEMIRU;,0.06,Car,4.6,Lane Crossing
2025-03-29 23:51:33.228,DHSINSW,0.06,Car,3.2,Lane Crossing
2025-03-29 23:51:33.228,NAIJNRU,0.37,Car,3.6,Lane Crossing
2025-03-29 23:51:33.228,NAIJNRU,0.37,Car,4.6,Lane Crossing
2025-03-29 23:51:33.773,HVSIVSU,0.16,Car,3.3,Lane Crossing
2025-03-29 23:51:33.773,HAIJNRU,0.23,Car,4.1,Lane Crossing
2025-03-29 23:51:33.773,HAIJNRU,0.23,Car,5.0,Lane Crossing
2025-03-29 23:51:34.413,DMSVSW,0.18,Car,3.2,Lane Crossing
2025-03-29 23:51:34.413,EMZNUN,0.08,Car,4.0,Lane Crossing
2025-03-29 23:51:34.413,EMZNUN,0.08,Car,4.6,Lane Crossing
2025-03-29 23:51:34.936,MSWW,0.17,Car,3.5,Lane Crossing
2025-03-29 23:51:34.936,ENZNI,0.12,Car,4.1,Lane Crossing
2025-03-29 23:51:34.936,EUZIRU,0.42,Car,4.1,Lane Crossing
2025-03-29 23:51:34.936,ENZNI,0.12,Car,4.8,Lane Crossing
2025-03-29 23:51:34.936,EUZIRU,0.42,Car,4.8,Lane Crossing
2025-03-29 23:51:35.540,LSSU,0.13,Car,3.7,Lane Crossing
2025-03-29 23:51:35.540,WNARUE,0.15,Car,4.2,Lane Crossing
2025-03-29 23:51:35.540,WNARUE,0.15,Car,4.9,Lane Crossing
2025-03-29 23:51:35.991,HRSSU,0.14,Car,3.8,Lane Crossing
2025-03-29 23:51:35.991,WAINRUF,0.31,Car,4.7,Lane Crossing
2025-03-29 23:51:35.991,WAINRUF,0.31,Car,4.8,Lane Crossing
2025-03-29 23:51:36.411,LISU,0.11,Car,4.1,Lane Crossing
2025-03-29 23:51:36.411,NAIJNRU,0.18,Car,5.2,Lane Crossing
2025-03-29 23:51:36.411,NAIJNRU,0.18,Car,5.6,Lane Crossing
2025-03-29 23:51:36.918,HSISU,0.67,Car,5.3,Lane Crossing
2025-03-29 23:51:36.918,MANRU,0.14,Car,5.3,Lane Crossing
2025-03-29 23:51:36.918,MANRU,0.14,Car,5.9,Lane Crossing
2025-03-29 23:51:37.418,HSVSU,0.27,Car,5.2,Lane Crossing
2025-03-29 23:51:37.418,NIJNRU,0.74,Car,5.4,Lane Crossing
2025-03-29 23:51:37.418,NIJNRU,0.74,Car,5.7,Lane Crossing
2025-03-29 23:51:37.876,WUSU,0.18,Car,4.9,Lane Crossing
2025-03-29 23:51:37.876,'BNTNRUT,0.12,Car,5.8,Lane Crossing
2025-03-29 23:51:37.876,'BNTNRUT,0.12,Car,5.6,Lane Crossing
2025-03-29 23:51:38.312,WSSU,0.38,Car,4.7,Lane Crossing
2025-03-29 23:51:38.312,FHWADINRUZ,0.08,Car,5.9,Lane Crossing
2025-03-29 23:51:38.312,FHWADINRUZ,0.08,Car,5.9,Lane Crossing
2025-03-29 23:51:38.846,MSASW,0.12,Car,4.6,Lane Crossing
2025-03-29 23:51:38.846,NAIJNRU,0.81,Car,5.3,Lane Crossing
2025-03-29 23:51:38.846,NAIJNRU,0.81,Car,5.4,Lane Crossing
2025-03-29 23:51:39.287,CSUSU,0.14,Car,4.9,Lane Crossing
2025-03-29 23:51:39.287,ENAIANWF,0.08,Car,5.6,Lane Crossing
2025-03-29 23:51:39.287,ENAIANWF,0.08,Car,5.0,Lane Crossing
2025-03-29 23:51:39.768,HUSSW,0.48,Car,5.2,Lane Crossing
2025-03-29 23:51:39.768,WEMAANRU,0.09,Car,5.9,Lane Crossing
2025-03-29 23:51:39.768,WEMAANRU,0.09,Car,4.5,Lane Crossing
2025-03-29 23:51:40.275,MMS)TS:,0.05,Car,4.6,Lane Crossing
2025-03-29 23:51:40.275,@MAJIRU,0.07,Car,5.4,Lane Crossing
2025-03-29 23:51:40.275,@MAJIRU,0.07,Car,4.0,Lane Crossing
2025-03-29 23:51:40.755,WSIVSU,0.39,Car,4.3,Lane Crossing
2025-03-29 23:51:40.755,@NNRUZ,0.15,Car,5.3,Lane Crossing
2025-03-29 23:51:40.755,@NNRUZ,0.15,Car,3.9,Lane Crossing
2025-03-29 23:51:41.279,WSISU,0.18,Car,4.0,Lane Crossing
2025-03-29 23:51:41.279,NAIJNRU,0.61,Car,5.9,Lane Crossing
2025-03-29 23:51:41.279,NAIJNRU,0.61,Car,3.6,Lane Crossing
2025-03-29 23:51:41.759,MVSWGD),0.09,Car,3.7,Lane Crossing
2025-03-29 23:51:41.759,NNJNRI,0.21,Car,5.8,Lane Crossing
2025-03-29 23:51:41.759,NNJNRI,0.21,Car,3.5,Lane Crossing
2025-03-29 23:51:42.226,CSISV,0.10,Car,4.7,Lane Crossing
2025-03-29 23:51:42.226,NAI3NRU,0.16,Car,5.7,Lane Crossing
2025-03-29 23:51:42.226,NAI3NRU,0.16,Car,3.7,Lane Crossing
2025-03-29 23:51:42.670,LSISU,0.19,Car,5.1,Lane Crossing
2025-03-29 23:51:42.670,NMJNRU,0.34,Car,6.7,Lane Crossing
2025-03-29 23:51:42.670,NMJNRU,0.34,Car,3.7,Lane Crossing
2025-03-29 23:51:43.404,LSSU,0.33,Car,4.7,Lane Crossing
2025-03-29 23:51:43.404,NAJNRU,0.48,Car,6.1,Lane Crossing
2025-03-29 23:51:43.404,NAJNRU,0.48,Car,3.2,Lane Crossing
2025-03-29 23:51:43.836,CSKSU,0.32,Car,5.0,Lane Crossing
2025-03-29 23:51:43.836,NAIJNRU,0.42,Car,6.3,Lane Crossing
2025-03-29 23:51:43.836,NAIJNRU,0.42,Car,3.7,Lane Crossing
2025-03-29 23:51:44.326,WSINSU,0.10,Car,5.7,Lane Crossing
2025-03-29 23:51:44.326,NAI3NRU,0.41,Car,6.5,Lane Crossing
2025-03-29 23:51:44.326,NAI3NRU,0.41,Car,4.1,Lane Crossing
2025-03-29 23:51:44.753,CSIUSU,0.06,Car,5.3,Lane Crossing
2025-03-29 23:51:44.753,NADNRU,0.12,Car,6.3,Lane Crossing
2025-03-29 23:51:44.753,NADNRU,0.12,Car,4.3,Lane Crossing
2025-03-29 23:51:45.173,WHUSIVSU,0.03,Car,5.1,Lane Crossing
2025-03-29 23:51:45.173,NAIJNRW},0.07,Car,4.8,Lane Crossing
2025-03-29 23:51:45.854,LISU,0.07,Car,4.9,Lane Crossing
2025-03-29 23:51:45.854,#WARNFU,0.06,Car,4.7,Lane Crossing
2025-03-29 23:51:46.596,MEUTW,0.08,Car,4.4,Lane Crossing
2025-03-29 23:51:46.596,MANJNF,0.06,Car,5.2,Lane Crossing
2025-03-29 23:51:46.596,MANJNF,0.06,Car,4.2,Lane Crossing
2025-03-29 23:51:47.154,GXIS06J,0.16,Car,3.1,Lane Crossing
2025-03-29 23:51:47.154,ENWLS4,0.13,Car,4.8,Lane Crossing
2025-03-29 23:51:47.655,WUSSU),0.07,Car,5.0,Lane Crossing
2025-03-29 23:51:48.156,CSSU,0.22,Car,4.7,Lane Crossing
2025-03-29 23:51:48.695,LLSU,0.10,Car,5.3,Lane Crossing
2025-03-29 23:51:49.088,LESU,0.11,Car,6.5,Lane Crossing
2025-03-29 23:51:49.439,GXIS0GJ,0.72,Car,3.1,Lane Crossing
2025-03-29 23:51:49.439,NVSI*SU,0.06,Car,6.1,Lane Crossing
2025-03-29 23:51:50.037,HSIGSU,0.17,Car,5.7,Lane Crossing
2025-03-29 23:51:50.691,LGSU,0.21,Car,5.4,Lane Crossing
2025-03-29 23:51:51.014,HMWSW,0.32,Car,5.5,Lane Crossing
2025-03-29 23:51:51.459,#CTT,0.13,Car,5.9,Lane Crossing
2025-03-29 23:51:51.799,RISSW,0.08,Car,6.5,Lane Crossing
2025-03-29 23:51:52.348,244TR,0.08,Car,6.0,Lane Crossing
2025-03-29 23:51:52.740,NISVSU,0.45,Car,6.4,Lane Crossing
2025-03-29 23:51:53.109,GXIS0GJ,0.57,Car,5.2,Lane Crossing
2025-03-29 23:51:53.109,D5IVSU,0.11,Car,6.6,Lane Crossing
2025-03-29 23:51:53.596,CCSISU,0.03,Car,6.2,Lane Crossing
2025-03-29 23:51:53.994,GXISOCJE,0.42,Car,4.6,Lane Crossing
2025-03-29 23:51:53.994,NYLSU,0.11,Car,6.6,Lane Crossing
2025-03-29 23:51:54.475,GXI5OGJ,0.32,Car,4.3,Lane Crossing
2025-03-29 23:51:54.475,CYSU,0.17,Car,7.0,Lane Crossing
2025-03-29 23:51:55.374,ECXISOGF,0.05,Car,3.7,Lane Crossing
2025-03-29 23:51:55.857,GXIS0GJ,0.55,Car,3.7,Lane Crossing
2025-03-29 23:51:55.857,CSISU,0.12,Car,6.0,Lane Crossing
2025-03-29 23:51:56.278,WGXSOGTI,0.02,Car,3.9,Lane Crossing
2025-03-29 23:51:56.278,MSIVSU,0.50,Car,5.7,Lane Crossing
2025-03-29 23:51:56.767,@XSOQI,0.15,Car,3.7,Lane Crossing
